checklist_id,pland_00,pland_01,pland_02,pland_03,pland_04,pland_05,pland_06,pland_08,pland_09,pland_10,pland_11,pland_12,pland_13,pland_14,pland_15
S46525420,0,0.3333333333333333,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46796423,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46565366,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0.3333333333333333,0
S46456028,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0
S46430148,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0.2,0
S46659707,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S46790009,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0.25,0,0,0
S46698998,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
S46197596,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46528430,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S46528713,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0.25,0
S46529215,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0
S46592735,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0,0
S46516286,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S46516174,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0
S46532035,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0
S46398607,0,0.16666666666666666,0.16666666666666666,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0.16666666666666666,0,0.16666666666666666,0,0
S46366550,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0
S46319160,0,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0,0
S46896076,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0
S46111569,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0
S46371066,0.25,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0
S46412649,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
S46172834,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0
S46346936,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0
S46643134,0,0.16666666666666666,0.16666666666666666,0,0,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0,0,0,0.16666666666666666,0,0
S46634177,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0
S46420997,0,0,0.25,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0
S46699761,0,0,0.25,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0
S46699769,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0
S46699774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S46699777,0,0,0.2,0,0.2,0,0,0.2,0.2,0.2,0,0,0,0,0
S46699778,0,0.2,0.2,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0
S46699788,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0
S46700903,0,0.2,0.2,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0
S46851004,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0
S46645415,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46544962,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0
S46650120,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46393763,0,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0,0
S46428560,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0
S46355204,0.2,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0,0
S46593438,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0.16666666666666666,0,0
S46508198,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46449180,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0.25,0
S46538954,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S46430492,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46583784,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S46583786,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0.25,0,0
S46522631,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0
S46694142,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0
S46682940,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
S46734738,0,0.25,0.25,0,0.25,0,0,0.25,0,0,0,0,0,0,0
S46633043,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0
S46655224,0.2,0,0.2,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0
S46670331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S46716651,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25
S46869158,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0
S46737169,0.2,0.2,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0
S46540584,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
S46521054,0.3333333333333333,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0
S46309535,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0.25,0,0
S46345367,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46666893,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0.2,0,0,0,0
S46816367,0,0.25,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0
S46816850,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0
S46834426,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S46798772,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0.2,0
S46609219,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0
S46422211,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S47555965,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S46311415,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0
S46248644,0.14285714285714285,0,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0
S46542729,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0
S46184333,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46244188,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46302974,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
S46596196,0.25,0.25,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0
S46572922,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S46632341,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0
S46611645,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0,0
S46604344,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,0,0,0
S46543025,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0,0
S46399434,0.3333333333333333,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0
S46349996,0.14285714285714285,0,0.14285714285714285,0,0,0.14285714285714285,0,0.14285714285714285,0.14285714285714285,0,0.14285714285714285,0,0.14285714285714285,0,0
S46427182,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0.25,0,0
S46427515,0.3333333333333333,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0
S46439433,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
S46389988,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
S46439008,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0
S46730388,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
S46258456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S46332574,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46591484,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0
S46188785,0,0.3333333333333333,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46188794,0,0.3333333333333333,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46188804,0,0.3333333333333333,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46313480,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0
S46313492,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S46313494,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0
S46313507,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S46266484,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0
S46096072,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0
S46170325,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
S46526114,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S46631942,0.25,0,0.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0
S46851884,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46715109,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0
S46402346,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
S46747297,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0
S46827168,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46672149,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46699486,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46699566,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0
S46094781,0.25,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0
S46103637,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0
S46310861,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S46153482,0.3333333333333333,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0
S46438373,0.2,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0,0
S46675784,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
S46633061,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0
S46633068,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0
S46633111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S46401693,0,0.2,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0
S46401826,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0
S46778314,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S46812787,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0
S46813026,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0.25,0,0,0
S46706083,0.16666666666666666,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0,0.16666666666666666,0,0
S46739351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S46016175,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46006395,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0
S46507047,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
S46526874,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46526968,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46356462,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0
S46647399,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0
S46747067,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0.3333333333333333
S46453145,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46248242,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0,0
S46164890,0.16666666666666666,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0,0
S46349237,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46216811,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0
S46217293,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
S46598257,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46526454,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0
S46531218,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46358405,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0.25,0,0
S46551347,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0
S46042552,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
S45930386,0,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0
S46427200,0.16666666666666666,0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0
S45804229,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0
S46313513,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S46381283,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
S46423032,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S46673294,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0
S46456188,0.2,0,0.2,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0
S46519206,0,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0,0
S46537275,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46104867,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46153204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S46657139,0.2,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0,0
S46642394,0.3333333333333333,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0
S46455955,0.3333333333333333,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333
S46165505,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0
S46324757,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0,0
S46553217,0.25,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0
S46366432,0.2,0,0,0,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0
S46636505,0.2,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0
S46544939,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0
S46734279,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0
S46706458,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46605368,0.2,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0,0
S46828697,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0
S46827401,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46517025,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333
S46653940,0.3333333333333333,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0
S46804751,0,0.3333333333333333,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46594752,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46825169,0,0.2,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0
S46809138,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0
S46809161,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46809163,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46809179,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0.25,0
S46170461,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0
S46773430,0.2,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0.2,0,0
S46636483,0.14285714285714285,0,0.14285714285714285,0,0,0,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0.14285714285714285,0,0
S46112400,0,0,0.2,0,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0
S46850205,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0
S46843216,0.2,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0,0
S46569863,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0
S46779089,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S46432387,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
S46321706,0,0.25,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0
S46419637,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46346148,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46905912,0,0,0,0,0.2,0,0,0.2,0.2,0.2,0,0.2,0,0,0
S46889641,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46113846,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46125579,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0
S46248278,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0
S46624129,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0.2,0
S46897561,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0.25,0
S46633104,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0
S46633126,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0
S46633134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S46559044,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S46216863,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
S46631228,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46631796,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0
S46543404,0.2,0.2,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0
S46558767,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0
S46559110,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S46326818,0,0.25,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0
S46326929,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46531116,0.16666666666666666,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0,0
S46370591,0,0.25,0.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0
S46868478,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25
S46831798,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.25,0,0
S46922196,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46647817,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0.2,0
S46129878,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0,0.16666666666666666,0,0
S46115506,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
S46433744,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0,0
S46395847,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0
S46591525,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0
S46810036,0,0.2,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0
S46538879,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0
S46538965,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46701703,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46701704,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46701705,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46701706,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46701707,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46701708,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46701709,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46701710,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46782535,0.2,0,0,0,0.2,0,0,0.2,0,0.2,0.2,0,0,0,0
S46259788,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S46227328,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0
S46227380,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S46390392,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46403175,0.2,0.2,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0
S46439164,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0.2,0,0.2,0
S46426829,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0
S46413960,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46373694,0,0,0.25,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0
S46227527,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0
S46305867,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0
S46356496,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0.25,0
S46453687,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46565178,0,0.25,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0
S46642046,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0
S46650361,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46716252,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46670327,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46795286,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0,0
S46388863,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0
S46749374,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
S46444754,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0
S46373504,0,0,0,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0
S46368486,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0.2,0,0,0,0
S46228894,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.25,0,0
S46990010,0,0,0.25,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0
S46365634,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46381167,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0
S46205847,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0
S46206230,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0.2,0
S46004668,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0
S46006478,0,0,0.2,0,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0
S46006494,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0
S46829065,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0
S46777674,0.3333333333333333,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0
S46321401,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S46520389,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S46752867,0.3333333333333333,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0
S46752987,0.2,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0,0
S46677429,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0,0.16666666666666666,0,0.16666666666666666
S46115501,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0.3333333333333333,0
S46048130,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0
S46710677,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S46687806,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0
S46733437,0,0,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0
S46328827,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0
S46139615,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
S46726825,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0
