checklist_id,pland_00,pland_01,pland_02,pland_03,pland_04,pland_05,pland_06,pland_08,pland_09,pland_10,pland_11,pland_12,pland_13,pland_14,pland_15
S37320327,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S37349458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S37267968,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0
S37364899,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S37167138,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0.25,0,0,0
S37319003,0,0.2,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0
S37142117,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0.3333333333333333,0,0
S37135324,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S37386843,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0.2,0
S37350586,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0.25,0,0,0
S37259712,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0
S37280101,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0
S37350881,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S37062033,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0
S37421233,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0.3333333333333333,0,0.3333333333333333,0
S37405955,0.16666666666666666,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0.16666666666666666,0
S37212506,0.2,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0,0
S37289083,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0.25,0,0
S37289096,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0
S37215040,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0,0.2,0.2,0
S37145219,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0
S37299529,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0
S37385923,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
S37390653,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S37285008,0.16666666666666666,0,0,0,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0,0,0.16666666666666666,0.16666666666666666,0,0,0
S37399968,0.16666666666666666,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0.16666666666666666
S37018268,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0,0,0
S36995781,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0
S37323488,0.2,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
S37385431,0.3333333333333333,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0
S37138549,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0.25,0,0
S37229828,0,0.2,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0
S37341173,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S37446797,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S37342445,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0.2,0
S37289446,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0
S37289449,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0
S37289450,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0
S37308478,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0
S37447162,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
S37142238,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0
S37263324,0.2,0.2,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0
S37390496,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0
S37352040,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0
S37352576,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
S37154891,0.25,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0
S37375733,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0
S37145537,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0
S37158631,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0
S37420351,0,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0
S37351785,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
