checklist_id,route_id
G3289658,77
G3289659,77
G3289660,77
G3289661,77
G3289664,77
G3289663,77
G3297874,77
G3297875,77
G3297873,77
G3297876,77
G3297871,77
G3297869,77
G3297877,77
G3297879,77
G3297880,77
G3297881,77
G3297868,77
G3297867,77
G3297866,77
G3297865,77
G3297864,77
S37942643,78
S37942644,78
S37942645,78
S37942646,78
S37942647,78
S37942648,78
S37942649,78
S37942650,78
S37942651,78
S37942652,78
S37942653,78
S37942654,78
S37942642,78
S37942657,78
S37942659,78
S37942660,78
S37942661,78
S37942662,78
S37942663,78
S37942664,78
S37942665,78
S37942666,78
S37942667,78
S37942701,78
S37942668,78
S37942655,78
S37942656,78
S37942658,78
S37942669,78
S37942670,78
S37942671,78
S37942672,78
S37942673,78
S37942674,78
S37942675,78
S37942676,78
S37942677,78
S37942678,78
S37942679,78
S37942680,78
S37942681,78
S37942682,78
S37942683,78
S37942684,78
S37942685,78
S37942686,78
S37942687,78
S37942688,78
S37942689,78
S37942690,78
S46965989,79
S46965990,79
S46965992,79
S46965993,79
S46965995,79
S46965996,79
S46965997,79
S46965998,79
S46965999,79
S46966000,79
S46966001,79
S46966002,79
S46966003,79
S46966004,79
S46966005,79
S46966006,79
S46966007,79
S46966008,79
S46965991,79
S46966009,79
S46966010,79
S46966011,79
S46966012,79
S46966013,79
S46966014,79
S46966015,79
S46966016,79
S46966017,79
S46966018,79
S46966019,79
S46966020,79
S46966021,79
S46966022,79
S46966023,79
S46966024,79
S46966025,79
S46966026,79
S46966027,79
S46966028,79
S46966029,79
S46966030,79
S46966031,79
S46966032,79
S46966033,79
S46966034,79
S46966035,79
S46966036,79
S46966037,79
S46966038,79
S38002053,80
S38002054,80
S38002055,80
S38002056,80
S38002057,80
S38002058,80
S38002059,80
S38002060,80
S38002061,80
S38002062,80
S38002063,80
S38002064,80
S38002013,80
S38002016,80
S38002017,80
S38002018,80
S38002019,80
S38002020,80
S38002021,80
S38002026,80
S38002027,80
S38002028,80
S38002029,80
S38002030,80
S38002031,80
S38002032,80
S38002033,80
S38002034,80
S38002035,80
S38002036,80
S38002022,80
S38002023,80
S38002024,80
S38002025,80
S38002037,80
S38002038,80
S38002039,80
S38002040,80
S38002041,80
S38002042,80
S38002043,80
S38002044,80
S38002045,80
S38002046,80
S38002047,80
S38002048,80
S38002049,80
S38002050,80
S38002051,80
S38002052,80
S46922232,81
S46922233,81
S46922234,81
S46922235,81
S46922236,81
S46922238,81
S46922240,81
S46922241,81
S46922242,81
S46922243,81
S46922244,81
S46922245,81
S46922246,81
S46922247,81
S46922248,81
S46922249,81
S46922251,81
S46922252,81
S46922296,81
S46922253,81
S46922254,81
S46922255,81
S46922297,81
S46922256,81
S46922257,81
S46922258,81
S46922259,81
S46922260,81
S46922261,81
S46922262,81
S46922263,81
S46922265,81
S46922266,81
S46922267,81
S46922268,81
S46922298,81
S46922269,81
S46922270,81
S46922271,81
S46922272,81
S46922273,81
S46922274,81
S46922276,81
S46922277,81
S46922278,81
S46922279,81
S46922280,81
S46922281,81
S46922282,81
S46922275,81
S47153017,82
S47153018,82
S47153019,82
S47153020,82
S47153021,82
S47153016,82
S47153022,82
S47153023,82
S47153024,82
S47153025,82
S47153026,82
S47153027,82
S47153028,82
S47153029,82
S47153030,82
S47153031,82
S47153032,82
S47153033,82
S47153034,82
S47153072,82
S47153035,82
S47153036,82
S47153037,82
S47153038,82
S47153039,82
S47153040,82
S47153041,82
S47153042,82
S47153043,82
S47153044,82
S47153045,82
S47153046,82
S47153047,82
S47153048,82
S47153049,82
S47153050,82
S47153051,82
S47153052,82
S47153053,82
S47153054,82
S47153055,82
S47153056,82
S47153057,82
S47153058,82
S47153059,82
S47153060,82
S47153061,82
S47153062,82
S47153063,82
S47153064,82
S46969131,83
S46969132,83
S46969133,83
S46969134,83
S46969135,83
S46969136,83
S46969137,83
S46969138,83
S46969139,83
S46969140,83
S46969141,83
S46969142,83
S46969143,83
S46969144,83
S46969145,83
S46969146,83
S46969147,83
S46969148,83
S46969149,83
S46969150,83
S46969151,83
S46969152,83
S46969153,83
S46969154,83
S46969155,83
S46969156,83
S46969157,83
S46969158,83
S46969159,83
S46969160,83
S46969161,83
S46969162,83
S46969163,83
S46969164,83
S46969165,83
S46969166,83
S46969167,83
S46969168,83
S46969169,83
S46969170,83
S46969171,83
S46969172,83
S46969173,83
S46969174,83
S46969175,83
S46969176,83
S46969177,83
S46969178,83
S46969179,83
S46969180,83
S46931926,84
S46931927,84
S46931928,84
S46931929,84
S46931932,84
S46931933,84
S46931934,84
S46931935,84
S46931936,84
S46931937,84
S46931938,84
S46931939,84
S46931940,84
S46931941,84
S46931930,84
S46931931,84
S46931954,84
S46931955,84
S46931956,84
S46931957,84
S46931958,84
S46931953,84
S46931943,84
S46931944,84
S46931945,84
S46931946,84
S46931947,84
S46931948,84
S46965174,84
S46931949,84
S46931950,84
S46931951,84
S46931952,84
S46931959,84
S46931960,84
S46931961,84
S46931962,84
S46931963,84
S46931964,84
S46931965,84
S46931966,84
S46931967,84
S46965198,84
S46931968,84
S46931969,84
S46931970,84
S46931971,84
S46931972,84
S46931973,84
S46931974,84
S46243011,85
S46243120,85
S46243175,85
S46243216,85
S46243250,85
S46243307,85
S46243370,85
S46243422,85
S46243465,85
S46243501,85
S46243705,85
S46243760,85
S46243812,85
S46243836,85
S46243875,85
S46243900,85
S46243942,85
S46243977,85
S46244000,85
S46244026,85
S46244057,85
S46244114,85
S46244155,85
S46244188,85
S46244225,85
S46244276,85
S46244325,85
S46244392,85
S46244422,85
S46244998,85
S46245115,85
S46245142,85
S46245199,85
S46245242,85
S46245269,85
S46245307,85
S46245345,85
S46245388,85
S46245438,85
S46245469,85
S46245519,85
S46245666,85
S46245715,85
S46245740,85
S46245776,85
S46245815,85
S46245860,85
S46245891,85
S46245931,85
S46245965,85
S39830759,86
S39830760,86
S39830761,86
S39830762,86
S39830763,86
S39830764,86
S39830765,86
S39830766,86
S39830767,86
S39830768,86
S39830769,86
S39830770,86
S39830771,86
S39830772,86
S39830773,86
S39830774,86
S39830775,86
S39830776,86
S39830777,86
S39830778,86
S39830779,86
S39830758,86
S39830780,86
S39830781,86
S39830782,86
S39830783,86
S39830784,86
S39830785,86
S39830786,86
S39830787,86
S39830788,86
S39830789,86
S39830790,86
S39830791,86
S39830792,86
S39830793,86
S39830794,86
S39830795,86
S39830796,86
S39830797,86
S39830798,86
S39830799,86
S39830800,86
S39830801,86
S39830802,86
S39830803,86
S39830804,86
S39830805,86
S39830806,86
S39830807,86
S42117440,87
S42117436,87
S42117433,87
S42117429,87
S42117424,87
S42117422,87
S42117417,87
S42117413,87
S42117410,87
S42117405,87
S42117395,87
S42117390,87
S42117389,87
S42117386,87
S42117381,87
S42117377,87
S42117374,87
S42117372,87
S42117370,87
S42117367,87
S42117360,87
S42117358,87
S42117356,87
S42117353,87
S42117350,87
S42117348,87
S42117345,87
S42117340,87
S42117336,87
S42117328,87
S42117333,87
S42117323,87
S42117319,87
S42117315,87
S42117311,87
S42117306,87
S42117304,87
S42117301,87
S42117295,87
S42117293,87
S42117287,87
S42117282,87
S42117277,87
S42117274,87
S40366132,87
S40366125,87
S40366119,87
S40366113,87
S40366107,87
S46633039,88
S46633176,88
S46633175,88
S46633167,88
S46633164,88
S46633159,88
S46633158,88
S46633156,88
S46633152,88
S46633150,88
S46633146,88
S46633142,88
S46633140,88
S46633139,88
S46633134,88
S46633130,88
S46633128,88
S46633126,88
S46633125,88
S46633119,88
S46633117,88
S46633115,88
S46633113,88
S46633111,88
S46633108,88
S46633105,88
S46633104,88
S46633101,88
S46633096,88
S46633093,88
S46633090,88
S46633088,88
S46633085,88
S46633082,88
S46633081,88
S46582774,88
S46633032,88
S46633079,88
S46633078,88
S46633073,88
S46633071,88
S46633068,88
S46633066,88
S46633061,88
S46633058,88
S46633055,88
S46633051,88
S46633046,88
S46633043,88
S46633021,88
S46459895,89
S46459964,89
S46459995,89
S46460035,89
S46460076,89
S46460144,89
S46460236,89
S46460263,89
S46460306,89
S46460337,89
S46460401,89
S46460452,89
S46460625,89
S46460673,89
S46460715,89
S46460754,89
S46460918,89
S46460964,89
S46460995,89
S46461028,89
S46461065,89
S46461100,89
S46461142,89
S46461233,89
S46461293,89
S46461330,89
S46461383,89
S46461413,89
S46461441,89
S46461495,89
S46461517,89
S46461569,89
S46461598,89
S46461630,89
S46461646,89
S46461667,89
S46461715,89
S46461735,89
S46461754,89
S46461788,89
S46461846,89
S46461870,89
S46461939,89
S46462011,89
S46462041,89
S46462072,89
S46462088,89
S46462112,89
S46462153,89
S46462166,89
S40763276,90
S40763295,90
S40763317,90
S40763348,90
S40763372,90
S40777572,90
S40777644,90
S40777722,90
S40777777,90
S40777847,90
S40793709,90
S40793788,90
S40793873,90
S40793999,90
S40794066,90
S40813036,90
S40813143,90
S40813223,90
S40813278,90
S40813332,90
S40813399,90
S40813464,90
S40813517,90
S40827069,90
S40827165,90
S40827239,90
S40827316,90
S40827367,90
S40852363,90
S40852381,90
S40852429,90
S40852456,90
S40852681,90
S40852692,90
S40852703,90
S40868901,90
S40868960,90
S40869046,90
S40869120,90
S40869260,90
S40896073,90
S40896137,90
S40896187,90
S40896233,90
S40896312,90
S40915240,90
S40915303,90
S40915363,90
S40915411,90
S40915462,90
S46618785,91
S46618845,91
S46618873,91
S46618928,91
S46618976,91
S46619039,91
S46619088,91
S46619162,91
S46619219,91
S46619262,91
S46619302,91
S46619378,91
S46619450,91
S46619479,91
S46619536,91
S46619584,91
S46619629,91
S46619669,91
S46619725,91
S46619803,91
S46619889,91
S46619951,91
S46620014,91
S46620071,91
S46620134,91
S46686662,91
S46686701,91
S46686732,91
S46686758,91
S46686796,91
S46686849,91
S46686877,91
S46686891,91
S46687028,91
S46687066,91
S46687104,91
S46687150,91
S46687196,91
S46687240,91
S46687282,91
S46687334,91
S46687415,91
S46687474,91
S46687523,91
S46687593,91
S46687656,91
S46687766,91
S46687831,91
S46687926,91
S46687981,91
S46604352,94
S46604256,94
S46604346,94
S46604343,94
S46604397,94
S46604442,94
S46604504,94
S46604563,94
S46606462,94
S46604670,94
S46604744,94
S46606453,94
S46606446,94
S46605470,94
S46605403,94
S46605196,94
S46605181,94
S46605295,94
S46605397,94
S46605604,94
S46605600,94
S46605675,94
S46606288,94
S46606436,94
S46606548,94
S46606638,94
S46606738,94
S46606852,94
S46606970,94
S46607089,94
S46607192,94
S46607323,94
S46607688,94
S46607850,94
S46607974,94
S46608092,94
S46608185,94
S46608291,94
S46608560,94
S46608673,94
S46608827,94
S46608918,94
S46609027,94
S46609124,94
S46609219,94
S46609319,94
S46609429,94
S46609545,94
S46609666,94
S46609766,94
G2452504,95
G2452511,95
G2452515,95
G2452516,95
G2452517,95
G2452519,95
G2452520,95
G2452521,95
G2452522,95
G2452523,95
G2452524,95
G2452525,95
G2452527,95
G2452530,95
G2452532,95
G2452533,95
G2452534,95
G2452535,95
G2452537,95
G2452538,95
G2452539,95
G2452540,95
G2452542,95
G2452544,95
G2452545,95
G2452546,95
G2452571,95
G2452547,95
G2452548,95
G2452576,95
G2452574,95
G2452550,95
G2452551,95
G2452552,95
G2452553,95
G2452554,95
G2452555,95
G2452557,95
G2452558,95
G2452560,95
G2452562,95
G2452563,95
G2452564,95
G2452565,95
G2452506,95
G2452567,95
G2452568,95
G2452569,95
G2452570,95
G3306807,96
G3306808,96
G3306809,96
G3306810,96
G3306811,96
G3306812,96
G3306814,96
G3306813,96
G3306815,96
G3306817,96
G3306816,96
G3306818,96
G3306820,96
G3306823,96
G3306825,96
G3306826,96
G3306829,96
G3306830,96
G3306839,96
G3306831,96
G3306832,96
G3306833,96
G3306838,96
G3306837,96
G3306836,96
G3306835,96
G3306834,96
G3306858,96
G3306857,96
G3306856,96
G3306855,96
G3306854,96
G3306853,96
G3306851,96
G3306850,96
G3310648,96
G3306849,96
G3306848,96
G3306847,96
G3306846,96
G3306845,96
G3310649,96
G3310651,96
G3306844,96
G3306843,96
G3310652,96
G3306842,96
G3306841,96
G3306805,96
G3306840,96
S46647399,97
S46647453,97
S46647493,97
S46647528,97
S46647564,97
S46647616,97
S46647746,97
S46647790,97
S46647817,97
S46647852,97
S46647869,97
S46647897,97
S46647920,97
S46647954,97
S46647992,97
S46648025,97
S46648052,97
S46648118,97
S46648153,97
S46648176,97
S46648201,97
S46648225,97
S46648249,97
S46648468,97
S46648537,97
S46666309,97
S46666325,97
S46666375,97
S46667880,97
S46667905,97
S46667954,97
S46667980,97
S46668014,97
S46668045,97
S46668059,97
S46668102,97
S46668160,97
S46668192,97
S46668243,97
S46668278,97
S46668312,97
S46668341,97
S46669260,97
S46669298,97
S46669306,97
S46669323,97
S46669343,97
S46669354,97
S46669376,97
S46669411,97
S37868826,98
S37868825,98
S37868824,98
S37868823,98
S37868822,98
S37868875,98
S37868869,98
S37868850,98
S37868860,98
S37868861,98
S37868862,98
S37868863,98
S37868867,98
S37868868,98
S37868858,98
S37868870,98
S37868871,98
S37868872,98
S37868873,98
S37868865,98
S37868866,98
S37868882,98
S37868880,98
S37868864,98
S37868876,98
S37868877,98
S37868878,98
S37868879,98
S37868857,98
S37868881,98
S37868874,98
S37868883,98
S37868852,98
S37868853,98
S37868854,98
S37868855,98
S37868814,98
S37868859,98
S37868835,98
S37868775,98
S37868776,98
S37868777,98
S37868778,98
S37868779,98
S37868789,98
S37868781,98
S37868774,98
S37868783,98
S37868784,98
S37868785,98
S37868786,99
S37868787,99
S37868759,99
S37868782,99
S37868780,99
S37868772,99
S37868771,99
S37868770,99
S37868769,99
S37868768,99
S37868767,99
S37868766,99
S37868765,99
S37868764,99
S37868763,99
S37868762,99
S37868761,99
S37868817,99
S37868773,99
S37868788,99
S37868819,99
S37868802,99
S37868803,99
S37868804,99
S37868805,99
S37868820,99
S37868807,99
S37868818,99
S37868809,99
S37868810,99
S37868811,99
S37868812,99
S37868813,99
S37868790,99
S37868808,99
S37868806,99
S37868816,99
S37868815,99
S37868801,99
S37868800,99
S37868799,99
S37868798,99
S37868797,99
S37868796,99
S37868795,99
S37868794,99
S37868793,99
S37868792,99
S37868791,99
S37868856,99
S46136800,100
S46136801,100
S46136802,100
S46136803,100
S46136804,100
S46136805,100
S46136806,100
S46136807,100
S46136808,100
S46136809,100
S46136810,100
S46136811,100
S46136812,100
S46136799,100
S46136911,100
S46136912,100
S46136913,100
S46136914,100
S46136915,100
S46136916,100
S46136917,100
S46136918,100
S46136919,100
S46136920,100
S46136922,100
S46136923,100
S46136924,100
S46136925,100
S46136921,100
S46136926,100
S46136937,100
S46136938,100
S46136939,100
S46136940,100
S46136941,100
S46136942,100
S46136944,100
S46136945,100
S46136946,100
S46136947,100
S46136948,100
S46136902,100
S46136903,100
S46136904,100
S46136905,100
S46136906,100
S46136907,100
S46136908,100
S46136909,100
S46136910,100
S46136852,101
S46136863,101
S46136874,101
S46136885,101
S46136896,101
S46136898,101
S46136899,101
S46136900,101
S46136901,101
S46136853,101
S46136854,101
S46136855,101
S46136856,101
S46136857,101
S46136858,101
S46136859,101
S46136860,101
S46136861,101
S46136862,101
S46136864,101
S46136865,101
S46136866,101
S46136867,101
S46136868,101
S46136869,101
S46136870,101
S46136871,101
S46136872,101
S46136873,101
S46136875,101
S46136876,101
S46136877,101
S46136882,101
S46136883,101
S46136884,101
S46136878,101
S46136879,101
S46136880,101
S46136881,101
S46136886,101
S46136887,101
S46136888,101
S46136889,101
S46136890,101
S46136891,101
S46136892,101
S46136893,101
S46136894,101
S46136895,101
S46136897,101
S46136927,102
S46136814,102
S46136825,102
S46136836,102
S46136847,102
S46136848,102
S46136849,102
S46136850,102
S46136851,102
S46136928,102
S46136929,102
S46136930,102
S46136931,102
S46136935,102
S46136932,102
S46136933,102
S46136934,102
S46136936,102
S46136813,102
S46136815,102
S46136816,102
S46136817,102
S46136818,102
S46136821,102
S46136819,102
S46136820,102
S46136822,102
S46136823,102
S46136824,102
S46136826,102
S46136827,102
S46136828,102
S46136829,102
S46136830,102
S46136831,102
S46136832,102
S46136833,102
S46136834,102
S46136835,102
S46136837,102
S46136838,102
S46136839,102
S46136840,102
S46136841,102
S46136842,102
S46136843,102
S46136844,102
S46136845,102
S46136846,102
S46136964,102
S46690680,103
S46792240,103
S46792354,103
S46792450,103
S46792945,103
S46792992,103
S46793080,103
S46793149,103
S46793207,103
S46793237,103
S46885840,103
S46885902,103
S46976861,103
S46976903,103
S46976957,103
S46997140,103
S46997177,103
S47010965,103
S47011035,103
S47011155,103
S47011211,103
S47011276,103
S47011319,103
S47011414,103
S47011478,103
S47011518,103
S47011578,103
S47011624,103
S47011691,103
S47011746,103
S47017109,103
S47017171,103
S47103518,103
S47103570,103
S47103602,103
S47168313,103
S47169163,103
S47169269,103
S47169304,103
S46793435,103
S37880249,104
S37880279,104
S37880292,104
S37880310,104
S37880335,104
S37880363,104
S37880376,104
S37880399,104
S37880412,104
S37880436,104
S37880461,104
S37880521,104
S37880537,104
S37880623,104
S37880655,104
S37880694,104
S37880760,104
S37880811,104
S37880864,104
S37880925,104
S37880983,104
S37881031,104
S37881081,104
S37881189,104
S37881229,104
S37881279,104
S37881373,104
S37881436,104
S37881501,104
S37881580,104
S37881637,104
S37881719,104
S37881761,104
S37881808,104
S37881871,104
S37881947,104
S37882248,104
S37882443,104
S37882515,104
S37882607,104
S37665536,105
S37665610,105
S37665649,105
S37665725,105
S37665775,105
S37665865,105
S37665930,105
S37666017,105
S37666087,105
S37666156,105
S37858183,105
S37858302,105
S37858363,105
S37858515,105
S37858574,105
S37858604,105
S37858643,105
S37858690,105
S37858762,105
S37858809,105
S37858867,105
S37858911,105
S37858948,105
S37858987,105
S37859005,105
S38027853,105
S38027923,105
S38027959,105
S38028014,105
S38028031,105
S38028081,105
S38028140,105
S38028196,105
S38028249,105
S38028318,105
S38028531,105
S38028606,105
S38028670,105
S38028795,105
S38028840,105
S38028911,105
S38028990,105
S38029063,105
S38029128,105
S38029189,105
S38029266,105
S38029368,105
S38029414,105
S38029473,105
S38029538,105
S46896438,106
S46897032,106
S46897084,106
S46897136,106
S46897203,106
S46897252,106
S46897377,106
S46897414,106
S46897457,106
S46897561,106
S46897617,106
S46774839,106
S46774941,106
S46775074,106
S46775153,106
S46775213,106
S46775300,106
S46774321,106
S46773863,106
S46773726,106
S46744265,106
S46744146,106
S46744029,106
S46551919,106
S46551838,106
S46551727,106
S46551574,106
S46551464,106
S46551351,106
S46486567,106
S46486381,106
S46486263,106
S46486138,106
S46485466,106
S46485112,106
S46463188,106
S46462863,106
S46463109,106
S46462763,106
S46462980,106
S46462693,106
S46449975,106
S46449835,106
S46449638,106
S46449529,106
S46449325,106
S46449180,106
S46448933,106
S46448842,106
S46448202,106
S36976473,107
S36976508,107
S36976543,107
S36976603,107
S36976641,107
S36976675,107
S37034710,107
S36976831,107
S36976907,107
S36976972,107
S36977020,107
S36977066,107
S36977115,107
S36977242,107
S36977302,107
S36977388,107
S37049966,107
S36977543,107
S36977613,107
S36977733,107
S36977819,107
S36977932,107
S36978009,107
S36978093,107
S36978235,107
S36978362,107
S36978522,107
S36978663,107
S36978750,107
S36978981,107
S36979120,107
S36979201,107
S36979300,107
S36979394,107
S36979498,107
S36979606,107
S36979777,107
S36979898,107
S36980029,107
S36980237,107
S36980376,107
S36980780,107
S36980682,107
S36980775,107
S36980875,107
S36980970,107
S36981183,107
S36981180,107
S36981325,107
S36981453,107
